sku,unique_sale_days,sales_cv,history_days,train_days,test_days,prophet_mape,arima_mape,prophet_rmse,arima_rmse,selected_model,selected_mape,selected_rmse,selected_smape,prophet_error,arima_error,pre_gate_reason,last_observed_date,gap_days,next_day_pred_qty,next_day_lower,next_day_upper,next_day_interval_ratio,sku_name,category,avg_unit_price,today_gap_days,today_tier,today_tier_reason,missing3d_gap_days,missing3d_tier,missing3d_tier_reason
lele_goreng_crispy,41,0.21678522969062414,41,11,30,0.9780544955706925,0.20230858619322778,25.08944847361173,6.827892075365389,arima,0.20230858619322778,6.827892075365389,0.20847625138205889,,,model_routed,2026-01-10,0,22.363636363636363,16.150538470704234,28.576734256568493,0.5556429009939303,Lele Goreng Crispy,Makanan,20000.0,0,green,all_gates_green,3,yellow,missing_3_to_6_downgrade
air_mineral_botol,41,0.20025845064375897,41,11,30,0.8950818597527008,0.3287726795384814,23.21736851114541,7.4041720053898965,arima,0.3287726795384814,7.4041720053898965,0.27682756183131646,,,model_routed,2026-01-10,0,26.454545454545453,19.66521040887371,33.2438805002172,0.5132830618720908,Air Mineral Botol,Minuman,6000.0,0,green,all_gates_green,3,yellow,missing_3_to_6_downgrade
ayam_goreng_kremes_paha,41,0.18415783331014993,41,11,30,0.8812027966661504,0.2277877333888501,22.613795465417052,7.394294418843627,arima,0.2277877333888501,7.394294418843627,0.24307647108305364,,,model_routed,2026-01-10,0,18.64860100907654,1.9388702375557862,35.3583317805973,1.792062660720543,Ayam Goreng Kremes - Paha,Makanan,30000.0,0,green,all_gates_green,3,yellow,missing_3_to_6_downgrade
jeruk_panas,41,0.3773249988681494,41,11,30,0.9615849929935218,0.19881709664792224,24.782100699486513,6.101912268570679,arima,0.19881709664792224,6.101912268570679,0.21035063381630428,,,model_routed,2026-01-10,0,21.999999999999993,11.361648253590982,32.638351746409,0.967122886037183,Jeruk Panas,Minuman,10000.0,0,green,all_gates_green,3,yellow,missing_3_to_6_downgrade
es_kelapa_muda,41,0.19522923428254102,41,11,30,0.9904753141905638,0.3372822720227118,25.025433806648515,7.827144263894955,arima,0.3372822720227118,7.827144263894955,0.27701518937924446,,,model_routed,2026-01-10,0,24.45454545454545,18.336107909583774,30.572982999507126,0.5003926616697283,Es Kelapa Muda,Minuman,12000.0,0,green,all_gates_green,3,yellow,missing_3_to_6_downgrade
cah_kangkung_terasi,41,0.26895590364687827,41,11,30,1.0,0.26776871043976563,25.17803275344071,6.97216030249926,arima,0.26776871043976563,6.97216030249926,0.24210775253538275,,,model_routed,2026-01-10,0,23.63636363636363,15.489361505537167,31.78336576719009,0.6893617187622393,Cah Kangkung Terasi,Makanan,12000.0,0,green,all_gates_green,3,yellow,missing_3_to_6_downgrade
ayam_bakar_madu_dada,41,0.1883097186498124,41,11,30,1.0,0.28782847150781327,24.141941374573285,6.770154076968653,arima,0.28782847150781327,6.770154076968653,0.24356248932738825,,,model_routed,2026-01-10,0,25.72727272727272,19.518545638886422,31.935999815659017,0.4826572294858607,Ayam Bakar Madu - Dada,Makanan,31000.0,0,green,all_gates_green,3,yellow,missing_3_to_6_downgrade
es_kopi_susu,41,0.2602062801136263,41,11,30,1.0,0.18211469409269293,24.548591269833253,5.631253793228162,arima,0.18211469409269293,5.631253793228162,0.17983110045919143,,,model_routed,2026-01-10,0,23.36363636363636,15.57261674813202,31.1546559791407,0.6669355312883093,Es Kopi Susu,Minuman,12000.0,0,green,all_gates_green,3,yellow,missing_3_to_6_downgrade
ayam_bakar_madu_paha,41,0.19750803432976655,41,11,30,7.978469759764597,0.3110326287242983,196.77529871356415,8.029765841081128,arima,0.3110326287242983,8.029765841081128,0.2881547098114968,,,model_routed,2026-01-10,0,21.42505752224198,16.244745694582242,26.605369349901714,0.4835750683312661,Ayam Bakar Madu - Paha,Makanan,31000.0,0,green,all_gates_green,3,yellow,missing_3_to_6_downgrade
nasi_uduk,41,0.20369439093488795,41,11,30,0.8723391751305175,0.21724798000886364,23.432103492835086,6.3696508374190834,arima,0.21724798000886364,6.3696508374190834,0.2079146604173257,,,model_routed,2026-01-10,0,22.818181818181813,16.861612612326347,28.77475102403728,0.522089731190519,Nasi Uduk,Makanan,7000.0,0,green,all_gates_green,3,yellow,missing_3_to_6_downgrade
